,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
504,9158,2014-10-20,2014,Budapest VIII. kerület,bérkocsis utca,fecske utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4942805555556,19.0753555555556,0,0,2,2,jármű-jármű,2.0,POINT (19.0753555555556 47.4942805555556)
505,9159,2014-10-20,2014,Budapest VIII. kerület,szentkirályi utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4952416666667,19.0643944444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0643944444444 47.4952416666667)
506,9175,2014-10-21,2014,Budapest VIII. kerület,luther utca,,súlyos sérüléses,"Egyéb, várakozó járműnek ütközés",egyéb,"figyelmetlen, gondatlan vezetés",47.4984666666667,19.0752833333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0752833333333 47.4984666666667)
507,9186,2014-10-22,2014,Budapest VIII. kerület,harminckettesek tere,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,egyéb,"figyelmetlen, gondatlan vezetés",47.4895277777778,19.071025,0,1,0,1,gyalogos,5.0,POINT (19.071025 47.4895277777778)
508,9206,2014-10-27,2014,Budapest VIII. kerület,kerepesi út,százados út,súlyos sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.49953888888889,19.0829416666667,0,1,1,2,jármű-jármű,6.0,POINT (19.0829416666667 47.49953888888889)
509,9216,2014-10-28,2014,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4791833333333,19.1012083333333,0,0,1,4,jármű-jármű,1.0,POINT (19.1012083333333 47.4791833333333)
510,9218,2014-10-28,2014,Budapest VIII. kerület,lujza utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4929555555556,19.0841916666667,0,0,1,2,gyalogos,1.0,POINT (19.0841916666667 47.4929555555556)
511,9241,2014-10-31,2014,Budapest VIII. kerület,nagy fuvaros utca,,könnyű sérüléses,"Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.49461388888889,19.0771444444444,0,0,1,2,gyalogos,1.0,POINT (19.0771444444444 47.49461388888889)
512,9280,2014-11-05,2014,Budapest VIII. kerület,fiumei út,,súlyos sérüléses,"Egyenes úton szembe haladó járművek ütközése, az egyik résztvevő előz  vagy forgalmi sávot vált","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4948055555556,19.0853305555556,0,1,1,2,jármű-jármű,6.0,POINT (19.0853305555556 47.4948055555556)
513,9289,2014-11-05,2014,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4995222222222,19.0795694444444,0,0,1,2,gyalogos,1.0,POINT (19.0795694444444 47.4995222222222)
514,9292,2014-11-05,2014,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.48925,19.0912416666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0912416666667 47.48925)
515,9317,2014-11-08,2014,Budapest VIII. kerület,baross utca,kálvária tér,könnyű sérüléses,Pályaelhagyás járművel útkereszteződésben a menetirány szerinti BAL oldalon,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4897083333333,19.0731111111111,0,0,1,1,egy jármű,1.0,POINT (19.0731111111111 47.4897083333333)
516,9320,2014-11-09,2014,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4929777777778,19.0712194444444,0,0,1,2,gyalogos,1.0,POINT (19.0712194444444 47.4929777777778)
517,9322,2014-11-09,2014,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan kikerülés,47.4994944444444,19.0797277777778,0,0,1,1,gyalogos,1.0,POINT (19.0797277777778 47.4994944444444)
518,9333,2014-11-11,2014,Budapest VIII. kerület,kőbányai út,könyves kálmán körút,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.48658333333331,19.1071916666667,0,0,2,2,jármű-jármű,2.0,POINT (19.1071916666667 47.48658333333331)
519,9341,2014-11-12,2014,Budapest VIII. kerület,józsef utca,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4905388888889,19.0708861111111,0,1,0,2,gyalogos,5.0,POINT (19.0708861111111 47.4905388888889)
520,9367,2014-11-14,2014,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyenn, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,tilos jelzésen való áthaladás,47.4911277777778,19.0709916666667,0,0,1,2,gyalogos,1.0,POINT (19.0709916666667 47.4911277777778)
521,9379,2014-11-16,2014,Budapest VIII. kerület,józsef körút,baross utca,halálos,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,1,0,0,2,gyalogos,20.0,POINT (19.0710083333333 47.4927416666667)
522,9389,2014-11-17,2014,Budapest VIII. kerület,kőris utca,kálvária tér,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4870277777778,19.0864416666667,0,0,1,4,jármű-jármű,1.0,POINT (19.0864416666667 47.4870277777778)
523,9423,2014-11-20,2014,Budapest VIII. kerület,kerepesi út,,súlyos sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",kerékpáros nem adott elsőbbséget,47.499525,19.0844166666667,0,1,0,2,jármű-jármű,5.0,POINT (19.0844166666667 47.499525)
524,9463,2014-11-25,2014,Budapest VIII. kerület,diószegi sámuel utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4856833333333,19.0898166666667,0,0,1,1,jármű-jármű,1.0,POINT (19.0898166666667 47.4856833333333)
525,9472,2014-11-26,2014,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,Azonos irányból érkező járművek ütközése a külső sávban haladó jármű BALRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4904277777778,19.1087555555556,0,0,1,2,jármű-jármű,1.0,POINT (19.1087555555556 47.4904277777778)
526,9488,2014-11-28,2014,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4822777777778,19.0800472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0800472222222 47.4822777777778)
527,9494,2014-11-29,2014,Budapest VIII. kerület,rákóczi tér,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4924611111111,19.0728638888889,0,0,1,2,gyalogos,1.0,POINT (19.0728638888889 47.4924611111111)
528,9516,2014-12-01,2014,Budapest VIII. kerület,rákóczi út,józsef körút,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4954472222222,19.0644916666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0644916666667 47.4954472222222)
529,9517,2014-12-01,2014,Budapest VIII. kerület,orczy út,kőris utca,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.47948611111111,19.0903305555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0903305555556 47.47948611111111)
530,9524,2014-12-01,2014,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Utasbalesetek,egyéb,"figyelmetlen, gondatlan vezetés",47.4966083333333,19.0687472222222,0,0,1,1,utasbaleset,1.0,POINT (19.0687472222222 47.4966083333333)
531,9553,2014-12-03,2014,Budapest VIII. kerület,korányi sándor utca,baross utca,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4826638888889,19.0837222222222,0,0,1,2,utasbaleset,1.0,POINT (19.0837222222222 47.4826638888889)
532,9595,2014-12-08,2014,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4977777777778,19.0729027777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0729027777778 47.4977777777778)
533,9623,2014-12-11,2014,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4882222222222,19.1005722222222,0,0,1,1,gyalogos,1.0,POINT (19.1005722222222 47.4882222222222)
534,9626,2014-12-11,2014,Budapest VIII. kerület,kerepesi út,,súlyos sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4994694444444,19.0918305555556,0,1,4,2,jármű-jármű,9.0,POINT (19.0918305555556 47.4994694444444)
535,9635,2014-12-12,2014,Budapest VIII. kerület,baross utca,harminckettesek tere,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.48958333333331,19.0720805555556,0,1,0,1,gyalogos,5.0,POINT (19.0720805555556 47.48958333333331)
536,9650,2014-12-14,2014,Budapest VIII. kerület,déri miksa utca,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4923972222222,19.0712472222222,0,0,1,3,jármű-jármű,1.0,POINT (19.0712472222222 47.4923972222222)
537,9657,2014-12-15,2014,Budapest VIII. kerület,kiss józsef utca,népszínház utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4974777777778,19.0741444444444,0,0,1,3,jármű-jármű,1.0,POINT (19.0741444444444 47.4974777777778)
538,9668,2014-12-16,2014,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4973805555556,19.0715222222222,0,1,0,2,gyalogos,5.0,POINT (19.0715222222222 47.4973805555556)
539,9720,2014-12-20,2014,Budapest VIII. kerület,orczy út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tiltott helyen való áthaladás,47.4865416666667,19.0925916666667,0,0,1,2,gyalogos,1.0,POINT (19.0925916666667 47.4865416666667)
540,9769,2014-12-27,2014,Budapest VIII. kerület,könyves kálmán körút,vajda péter utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a megkülönböztetett jelzést használó gépjárműnek,47.4802527777778,19.1020861111111,0,0,1,2,jármű-jármű,1.0,POINT (19.1020861111111 47.4802527777778)
541,9812,2015-01-02,2015,Budapest VIII. kerület,diószegi sámuel utca,kőris utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4809777777778,19.0933972222222,0,0,1,1,gyalogos,1.0,POINT (19.0933972222222 47.4809777777778)
542,9821,2015-01-05,2015,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti JOBB oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4809166666667,19.0934694444444,0,0,1,1,egy jármű,1.0,POINT (19.0934694444444 47.4809166666667)
543,9827,2015-01-05,2015,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4882972222222,19.0999972222222,0,0,2,3,jármű-jármű,2.0,POINT (19.0999972222222 47.4882972222222)
544,9840,2015-01-06,2015,Budapest VIII. kerület,diószegi sámuel utca,kőris utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4809777777778,19.0933972222222,0,0,1,1,gyalogos,1.0,POINT (19.0933972222222 47.4809777777778)
545,9877,2015-01-11,2015,Budapest VIII. kerület,üllői út,nagy templom utca,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4800083333333,19.0865722222222,0,0,1,3,jármű-jármű,1.0,POINT (19.0865722222222 47.4800083333333)
546,9883,2015-01-12,2015,Budapest VIII. kerület,baross utca,leonardo da vinci utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tiltott helyen való áthaladás,47.4893888888889,19.0781444444444,0,0,1,2,gyalogos,1.0,POINT (19.0781444444444 47.4893888888889)
547,9951,2015-01-20,2015,Budapest VIII. kerület,vajda péter utca,,súlyos sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,egyéb,47.4855277777778,19.0932666666667,0,1,0,3,jármű-jármű,5.0,POINT (19.0932666666667 47.4855277777778)
548,9966,2015-01-22,2015,Budapest VIII. kerület,nagy fuvaros utca,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4930833333333,19.0781916666667,0,1,0,1,gyalogos,5.0,POINT (19.0781916666667 47.4930833333333)
549,9999,2015-01-25,2015,Budapest VIII. kerület,vajda péter utca,könyves kálmán körút,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4857916666667,19.0927972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0927972222222 47.4857916666667)
550,10016,2015-01-28,2015,Budapest VIII. kerület,kálvária tér,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4887611111111,19.0843777777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0843777777778 47.4887611111111)
551,10023,2015-01-28,2015,Budapest VIII. kerület,karácsony sándor utca,baross utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4893333333333,19.0863027777778,0,0,1,1,gyalogos,1.0,POINT (19.0863027777778 47.4893333333333)
552,10026,2015-01-29,2015,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4885166666667,19.0982666666667,0,0,1,1,gyalogos,1.0,POINT (19.0982666666667 47.4885166666667)
553,10049,2015-02-01,2015,Budapest VIII. kerület,práter utca,füvészkert utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4868027777778,19.0830916666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0830916666667 47.4868027777778)
